instance_id,city_id,cluster_pattern,scale,instance_seed,n_tasks,n_used_buildings,mean_tasks_per_used_building,multi_task_building_count,multi_task_building_share,task_share_RES,task_share_OFF,task_share_COM,task_share_SCH,cluster_count,cluster_size_mean,cluster_size_cv,normalized_spatial_dispersion,road_nodes_city,directed_edges_city,road_length_km_city,mean_circuity_city,mean_directional_asymmetry_city,bks_technicians,bks_travel_time_min,unit_task_travel_time_min,lower_bound,upper_bound,gap,status
GISB-BJS-CZ-100-S056,BJS,CZ,100,56,100,43,2.3255813953488373,33,0.7674418604651163,0.72,0.15,0.06,0.07,15,6.666666666666667,0.25495097567963926,0.06173311424493495,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,1,220.497501,2.20497501,1,1,0,K-OPT
GISB-BJS-CZ-100-S078,BJS,CZ,100,78,100,40,2.5,33,0.825,0.71,0.15,0.1,0.04,15,6.666666666666667,0.16124515496597097,0.057142257173320304,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,1,275.870105,2.7587010500000004,1,1,0,K-OPT
GISB-BJS-CZ-100-S090,BJS,CZ,100,90,100,40,2.5,28,0.7,0.79,0.12,0.06,0.03,15,6.666666666666667,0.19493588689617927,0.05659383627325737,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,1,223.262965,2.2326296500000002,1,1,0,K-OPT
GISB-BJS-CZ-1000-S012,BJS,CZ,1000,12,1000,423,2.3640661938534278,297,0.7021276595744681,0.737,0.136,0.09,0.037,143,6.993006993006993,0.24940729740727313,0.19912718372215324,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,6,7835.293764,7.835293764,5,6,1,K-OPEN
GISB-BJS-CZ-1000-S034,BJS,CZ,1000,34,1000,393,2.544529262086514,309,0.7862595419847328,0.742,0.138,0.079,0.041,143,6.993006993006993,0.24419254697881346,0.288731681475251,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,6,11361.239327,11.361239327,5,6,1,K-OPEN
GISB-BJS-CZ-1000-S056,BJS,CZ,1000,56,1000,426,2.347417840375587,311,0.7300469483568075,0.753,0.125,0.082,0.04,143,6.993006993006993,0.2142475204057214,0.2888364162001035,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,6,11490.882694,11.490882694,5,6,1,K-OPEN
GISB-BJS-CZ-1000-S078,BJS,CZ,1000,78,1000,411,2.4330900243309004,299,0.7274939172749392,0.729,0.132,0.088,0.051,143,6.993006993006993,0.21290843102141352,0.21413854863709592,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,6,8486.926264,8.486926264,5,6,1,K-OPEN
GISB-BJS-CZ-1000-S090,BJS,CZ,1000,90,1000,396,2.525252525252525,305,0.7702020202020202,0.731,0.136,0.084,0.049,143,6.993006993006993,0.2272047534714008,0.3045547808182389,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,6,11161.699722,11.161699722,5,6,1,K-OPEN
GISB-BJS-CZ-500-S012,BJS,CZ,500,12,500,224,2.232142857142857,151,0.6741071428571429,0.75,0.12,0.08,0.05,72,6.944444444444445,0.24462215762273049,0.22547193236525204,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,3,4107.847691,8.215695382,3,3,0,K-OPT
GISB-BJS-CZ-500-S034,BJS,CZ,500,34,500,232,2.1551724137931036,134,0.5775862068965517,0.708,0.146,0.108,0.038,72,6.944444444444445,0.24579666393179544,0.145260689944997,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,3,3087.332843,6.174665686,3,3,0,K-OPT
GISB-BJS-CZ-500-S056,BJS,CZ,500,56,500,191,2.6178010471204187,145,0.7591623036649214,0.724,0.148,0.08,0.048,72,6.944444444444445,0.2104471430074545,0.12937165029081882,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,3,2506.318698,5.012637396,3,3,0,K-OPT
GISB-BJS-CZ-500-S078,BJS,CZ,500,78,500,233,2.1459227467811157,140,0.6008583690987125,0.742,0.128,0.074,0.056,72,6.944444444444445,0.20489997559785117,0.15671329962736105,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,3,3082.79089,6.16558178,3,3,0,K-OPT
GISB-BJS-CZ-500-S090,BJS,CZ,500,90,500,194,2.577319587628866,150,0.7731958762886598,0.736,0.146,0.062,0.056,72,6.944444444444445,0.24812899870833313,0.24105220512516043,10193,22733,3426.504140812174,1.3276120168182397,0.0561704733131041,3,3516.243149,7.032486298,3,3,0,K-OPT
GISB-CKG-CH-100-S012,CKG,CH,100,12,100,41,2.4390243902439024,28,0.6829268292682927,0.66,0.2,0.09,0.05,15,6.666666666666667,0.2720294101747089,0.2721111317989071,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,725.555966,7.25555966,1,1,0,K-OPT
GISB-CKG-CH-100-S034,CKG,CH,100,34,100,39,2.5641025641025643,32,0.8205128205128205,0.88,0.03,0.0,0.09,15,6.666666666666667,0.317804971641414,0.30967481061066515,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,893.583274,8.93583274,1,1,0,K-OPT
GISB-CKG-CH-100-S056,CKG,CH,100,56,100,41,2.4390243902439024,35,0.8536585365853658,0.79,0.07,0.08,0.06,15,6.666666666666667,0.2720294101747089,0.26795103188350566,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,832.845625,8.32845625,1,1,0,K-OPT
GISB-CKG-CH-100-S078,CKG,CH,100,78,100,35,2.857142857142857,32,0.9142857142857143,0.67,0.25,0.03,0.05,15,6.666666666666667,0.29325756597230357,0.28590017694301195,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,822.247598,8.22247598,1,1,0,K-OPT
GISB-CKG-CH-100-S090,CKG,CH,100,90,100,36,2.7777777777777777,30,0.8333333333333334,0.55,0.24,0.18,0.03,15,6.666666666666667,0.3271085446759225,0.3135046308443564,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,1013.210575,10.13210575,1,1,0,K-OPT
GISB-CKG-CH-1000-S012,CKG,CH,1000,12,1000,388,2.577319587628866,296,0.7628865979381443,0.737,0.145,0.077,0.041,143,6.993006993006993,0.28674727548836454,0.27178516947068937,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,7,12261.233405,12.261233405,5,7,2,K-OPEN
GISB-CKG-CH-1000-S034,CKG,CH,1000,34,1000,403,2.4813895781637716,306,0.7593052109181141,0.734,0.112,0.094,0.06,143,6.993006993006993,0.26712543869875066,0.27104222590816285,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,7,12224.036405,12.224036405000001,5,7,2,K-OPEN
GISB-CKG-CH-1000-S056,CKG,CH,1000,56,1000,396,2.525252525252525,306,0.7727272727272727,0.71,0.167,0.078,0.045,143,6.993006993006993,0.29413262314813027,0.2742080030299472,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,7,12830.900719,12.830900718999999,5,7,2,K-OPEN
GISB-CKG-CH-1000-S078,CKG,CH,1000,78,1000,392,2.5510204081632653,293,0.7474489795918368,0.713,0.116,0.102,0.069,143,6.993006993006993,0.28474550040343044,0.27302973496542426,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,7,12371.351258,12.371351258,5,7,2,K-OPEN
GISB-CKG-CH-1000-S090,CKG,CH,1000,90,1000,403,2.4813895781637716,303,0.7518610421836228,0.709,0.165,0.078,0.048,143,6.993006993006993,0.2902171600715574,0.27745802529987074,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,7,13041.383357,13.041383357,5,7,2,K-OPEN
GISB-CKG-CH-500-S012,CKG,CH,500,12,500,194,2.577319587628866,149,0.7680412371134021,0.754,0.104,0.1,0.042,72,6.944444444444445,0.3025227264190246,0.27401777214182416,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,4,6177.165643,12.354331286,3,4,1,K-OPEN
GISB-CKG-CH-500-S034,CKG,CH,500,34,500,193,2.5906735751295336,140,0.7253886010362695,0.776,0.11,0.096,0.018,72,6.944444444444445,0.26928052287530935,0.2801627085952994,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,4,6236.627775,12.47325555,3,4,1,K-OPEN
GISB-CKG-CH-500-S056,CKG,CH,500,56,500,199,2.512562814070352,150,0.7537688442211056,0.694,0.136,0.112,0.058,72,6.944444444444445,0.2918629815512752,0.27239787433531104,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,4,6411.982594,12.823965188,3,4,1,K-OPEN
GISB-CKG-CH-500-S078,CKG,CH,500,78,500,213,2.347417840375587,153,0.7183098591549296,0.71,0.116,0.108,0.066,72,6.944444444444445,0.3015692291995322,0.27596267704406147,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,4,6420.415916,12.840831832,3,4,1,K-OPEN
GISB-CKG-CH-500-S090,CKG,CH,500,90,500,200,2.5,153,0.765,0.76,0.138,0.07,0.032,72,6.944444444444445,0.267132925713024,0.2805173247910375,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,4,6392.151984,12.784303968,3,4,1,K-OPEN
GISB-CKG-CU-100-S012,CKG,CU,100,12,100,43,2.3255813953488373,28,0.6511627906976745,0.75,0.08,0.08,0.09,15,6.666666666666667,0.23664319132398462,0.24817065352399306,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,858.253206,8.58253206,1,1,0,K-OPT
GISB-CKG-CU-100-S034,CKG,CU,100,34,100,42,2.380952380952381,31,0.7380952380952381,0.78,0.08,0.06,0.08,15,6.666666666666667,0.23021728866442676,0.2814124254512912,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,902.304417,9.023044169999999,1,1,0,K-OPT
GISB-CKG-CU-100-S056,CKG,CU,100,56,100,37,2.7027027027027026,26,0.7027027027027027,0.75,0.11,0.09,0.05,15,6.666666666666667,0.25495097567963926,0.26405496699357,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,693.311775,6.93311775,1,1,0,K-OPT
GISB-CKG-CU-100-S078,CKG,CU,100,78,100,41,2.4390243902439024,31,0.7560975609756098,0.76,0.09,0.08,0.07,15,6.666666666666667,0.16124515496597097,0.24844364922069215,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,817.836435,8.17836435,1,1,0,K-OPT
GISB-CKG-CU-100-S090,CKG,CU,100,90,100,46,2.1739130434782608,31,0.6739130434782609,0.84,0.13,0.03,0.0,15,6.666666666666667,0.19493588689617927,0.27531717445851345,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,760.519156,7.60519156,1,1,0,K-OPT
GISB-CKG-CU-1000-S012,CKG,CU,1000,12,1000,390,2.5641025641025643,298,0.764102564102564,0.737,0.123,0.094,0.046,143,6.993006993006993,0.24940729740727313,0.2734628789032665,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,7,12025.047003,12.025047003,5,7,2,K-OPEN
GISB-CKG-CU-1000-S034,CKG,CU,1000,34,1000,404,2.4752475247524752,293,0.7252475247524752,0.721,0.124,0.101,0.054,143,6.993006993006993,0.24419254697881346,0.2721326369016728,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,7,12046.662381,12.046662381,5,7,2,K-OPEN
GISB-CKG-CU-1000-S056,CKG,CU,1000,56,1000,392,2.5510204081632653,303,0.7729591836734694,0.733,0.117,0.089,0.061,143,6.993006993006993,0.2142475204057214,0.27746464002853294,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,7,12479.879103,12.479879103,5,7,2,K-OPEN
GISB-CKG-CU-1000-S078,CKG,CU,1000,78,1000,397,2.5188916876574305,309,0.7783375314861462,0.705,0.145,0.098,0.052,143,6.993006993006993,0.21290843102141352,0.27842585714126905,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,7,12490.889929,12.490889929000002,5,7,2,K-OPEN
GISB-CKG-CU-1000-S090,CKG,CU,1000,90,1000,398,2.512562814070352,295,0.7412060301507538,0.705,0.157,0.082,0.056,143,6.993006993006993,0.2272047534714008,0.27275565893508374,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,7,12837.480676,12.837480675999998,5,7,2,K-OPEN
GISB-CKG-CU-500-S012,CKG,CU,500,12,500,200,2.5,150,0.75,0.744,0.116,0.09,0.05,72,6.944444444444445,0.24462215762273049,0.279916449662433,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,4,6641.69934,13.28339868,3,4,1,K-OPEN
GISB-CKG-CU-500-S034,CKG,CU,500,34,500,205,2.4390243902439024,159,0.775609756097561,0.714,0.13,0.096,0.06,72,6.944444444444445,0.24579666393179544,0.27128731907680503,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,4,6706.123492,13.412246984,3,4,1,K-OPEN
GISB-CKG-CU-500-S056,CKG,CU,500,56,500,207,2.4154589371980677,151,0.7294685990338164,0.754,0.09,0.094,0.062,72,6.944444444444445,0.2104471430074545,0.27897719364430124,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,4,6600.25277,13.20050554,3,4,1,K-OPEN
GISB-CKG-CU-500-S078,CKG,CU,500,78,500,203,2.4630541871921183,151,0.7438423645320197,0.738,0.094,0.108,0.06,72,6.944444444444445,0.20489997559785117,0.27268719536493524,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,4,6287.677626,12.575355252,3,4,1,K-OPEN
GISB-CKG-CU-500-S090,CKG,CU,500,90,500,204,2.450980392156863,157,0.7696078431372549,0.748,0.134,0.072,0.046,72,6.944444444444445,0.24812899870833313,0.27580047176268147,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,4,6157.57945,12.3151589,3,4,1,K-OPEN
GISB-CKG-CZ-100-S012,CKG,CZ,100,12,100,40,2.5,31,0.775,0.64,0.17,0.15,0.04,15,6.666666666666667,0.23664319132398462,0.04052404732685063,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,156.945153,1.56945153,1,1,0,K-OPT
GISB-CKG-CZ-100-S034,CKG,CZ,100,34,100,38,2.6315789473684212,31,0.8157894736842105,0.83,0.1,0.04,0.03,15,6.666666666666667,0.23021728866442676,0.03928937836385953,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,151.149583,1.51149583,1,1,0,K-OPT
GISB-CKG-CZ-100-S056,CKG,CZ,100,56,100,45,2.2222222222222223,33,0.7333333333333333,0.79,0.1,0.05,0.06,15,6.666666666666667,0.25495097567963926,0.046082639887907964,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,178.661455,1.78661455,1,1,0,K-OPT
GISB-CKG-CZ-100-S078,CKG,CZ,100,78,100,32,3.125,28,0.875,0.63,0.2,0.08,0.09,15,6.666666666666667,0.16124515496597097,0.07959225470382533,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,357.170952,3.57170952,1,1,0,K-OPT
GISB-CKG-CZ-100-S090,CKG,CZ,100,90,100,42,2.380952380952381,35,0.8333333333333334,0.76,0.17,0.04,0.03,15,6.666666666666667,0.19493588689617927,0.0558256469026434,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,1,258.758721,2.5875872099999997,1,1,0,K-OPT
GISB-CKG-CZ-1000-S012,CKG,CZ,1000,12,1000,399,2.506265664160401,303,0.7593984962406015,0.734,0.121,0.099,0.046,143,6.993006993006993,0.24940729740727313,0.2700292780515473,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,6,11001.745298,11.001745298,5,6,1,K-OPEN
GISB-CKG-CZ-1000-S034,CKG,CZ,1000,34,1000,413,2.4213075060532687,307,0.7433414043583535,0.711,0.137,0.088,0.064,143,6.993006993006993,0.24419254697881346,0.2831782931178003,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,7,12429.976621,12.429976621,5,7,2,K-OPEN
GISB-CKG-CZ-1000-S056,CKG,CZ,1000,56,1000,424,2.358490566037736,311,0.7334905660377359,0.755,0.126,0.07,0.049,143,6.993006993006993,0.2142475204057214,0.1728208458305487,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,6,8760.882312,8.760882312,5,6,1,K-OPEN
GISB-CKG-CZ-1000-S078,CKG,CZ,1000,78,1000,407,2.457002457002457,309,0.7592137592137592,0.727,0.111,0.098,0.064,143,6.993006993006993,0.21290843102141352,0.18160029918238266,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,6,8731.382831,8.731382831000001,5,6,1,K-OPEN
GISB-CKG-CZ-1000-S090,CKG,CZ,1000,90,1000,423,2.3640661938534278,306,0.723404255319149,0.738,0.13,0.069,0.063,143,6.993006993006993,0.2272047534714008,0.2493022956507526,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,6,11247.949556,11.247949556,5,6,1,K-OPEN
GISB-CKG-CZ-500-S012,CKG,CZ,500,12,500,192,2.6041666666666665,148,0.7708333333333334,0.712,0.156,0.096,0.036,72,6.944444444444445,0.24462215762273049,0.24341019009782475,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,3,4980.997541,9.961995082,3,3,0,K-OPT
GISB-CKG-CZ-500-S034,CKG,CZ,500,34,500,223,2.242152466367713,163,0.7309417040358744,0.768,0.11,0.068,0.054,72,6.944444444444445,0.24579666393179544,0.155588878679372,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,3,3760.18151,7.52036302,3,3,0,K-OPT
